#gene_id	sprot_Top_BLASTX_hit
TRINITY_DN27367_c0_g1	.
TRINITY_DN27351_c0_g1	SARAF_XENLA^SARAF_XENLA^Q:64-543,H:25-193^35.088%ID^E:5e-27^RecName: Full=Store-operated calcium entry-associated regulatory factor;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus
TRINITY_DN27345_c0_g1	CSK2C_NEUCR^CSK2C_NEUCR^Q:1011-331,H:1-227^79.736%ID^E:2.75e-128^RecName: Full=Casein kinase II subunit beta-2;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN27373_c0_g1	YGZ3_SCHPO^YGZ3_SCHPO^Q:157-849,H:156-367^34.322%ID^E:5.1e-22^RecName: Full=Uncharacterized protein C20F10.03;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN27331_c0_g1	CISY_NEUCR^CISY_NEUCR^Q:235-1095,H:1-284^78.746%ID^E:1.74e-166^RecName: Full=Citrate synthase, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN27400_c0_g1	.
TRINITY_DN26168_c0_g1	.
TRINITY_DN26147_c0_g1	ARPC2_SCHPO^ARPC2_SCHPO^Q:164-1105,H:1-314^55.031%ID^E:3.07e-111^RecName: Full=Actin-related protein 2/3 complex subunit 2;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN26127_c0_g1	.
TRINITY_DN26158_c0_g1	.
TRINITY_DN26101_c0_g1	ATC5_YEAST^ATC5_YEAST^Q:1574-831,H:1181-1426^50.806%ID^E:9.6e-75^RecName: Full=Phospholipid-transporting ATPase DNF1;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN8034_c0_g1	Y2987_NOSS1^Y2987_NOSS1^Q:1166-159,H:13-293^33.036%ID^E:1.13e-35^RecName: Full=UPF0187 protein alr2987;^Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Nostoc
TRINITY_DN8040_c0_g1	GLO3_SCHPO^GLO3_SCHPO^Q:559-233,H:368-475^35.246%ID^E:1.18e-13^RecName: Full=ADP-ribosylation factor GTPase-activating protein glo3;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN8027_c0_g1	.
TRINITY_DN8062_c0_g1	COX3_PODAN^COX3_PODAN^Q:16-747,H:1-244^74.18%ID^E:6.97e-114^RecName: Full=Cytochrome c oxidase subunit 3;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Lasiosphaeriaceae; Podospora
TRINITY_DN8064_c0_g1	.
TRINITY_DN8091_c0_g1	SYNC_YEAST^SYNC_YEAST^Q:976-95,H:263-554^63.265%ID^E:2.27e-121^RecName: Full=Asparagine--tRNA ligase, cytoplasmic;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN53576_c0_g1	.
TRINITY_DN53563_c0_g1	.
TRINITY_DN53587_c0_g1	PURA_SORMK^PURA_SORMK^Q:4-435,H:284-427^63.889%ID^E:4.96e-51^RecName: Full=Adenylosuccinate synthetase {ECO:0000255|HAMAP-Rule:MF_03125};^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Sordaria
TRINITY_DN53513_c0_g1	.
TRINITY_DN53560_c0_g1	LEU3_ZYMTR^LEU3_ZYMTR^Q:1171-86,H:5-365^76.243%ID^E:0^RecName: Full=3-isopropylmalate dehydrogenase;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetidae; Capnodiales; Mycosphaerellaceae; Zymoseptoria
TRINITY_DN79915_c0_g1	MA1B1_HUMAN^MA1B1_HUMAN^Q:1092-61,H:249-580^32.394%ID^E:1.46e-45^RecName: Full=Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
TRINITY_DN79997_c0_g1	POM1_SCHPO^POM1_SCHPO^Q:3-413,H:902-1032^53.901%ID^E:3.12e-31^RecName: Full=DYRK-family kinase pom1;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN98113_c0_g1	VAC8_NEUCR^VAC8_NEUCR^Q:678-82,H:360-559^76.5%ID^E:6.52e-97^RecName: Full=Vacuolar protein 8;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN55823_c0_g1	EIF3C_SCLS1^EIF3C_SCLS1^Q:17-853,H:230-510^73.665%ID^E:1.79e-149^RecName: Full=Eukaryotic translation initiation factor 3 subunit C {ECO:0000255|HAMAP-Rule:MF_03002};^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Sclerotiniaceae; Sclerotinia
TRINITY_DN55885_c0_g1	DHSD_NEUCR^DHSD_NEUCR^Q:530-99,H:23-166^64.583%ID^E:1.23e-61^RecName: Full=Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN83193_c0_g1	MGM1_YEAST^MGM1_YEAST^Q:1-606,H:677-867^46.04%ID^E:4.41e-43^RecName: Full=Dynamin-like GTPase MGM1, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN37269_c1_g3	BLI4_NEUCR^BLI4_NEUCR^Q:3-221,H:335-407^43.836%ID^E:5.71e-15^RecName: Full=Putative oxidoreductase bli-4, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN37280_c2_g2	.
TRINITY_DN37203_c1_g1	AEE7_ARATH^AEE7_ARATH^Q:2073-388,H:7-569^74.956%ID^E:0^RecName: Full=Acetate/butyrate--CoA ligase AAE7, peroxisomal;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37205_c1_g1	FOX2_NEUCR^FOX2_NEUCR^Q:853-2,H:144-427^69.366%ID^E:2.33e-126^RecName: Full=Peroxisomal hydratase-dehydrogenase-epimerase;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora`FOX2_NEUCR^FOX2_NEUCR^Q:853-359,H:438-601^38.323%ID^E:1.61e-30^RecName: Full=Peroxisomal hydratase-dehydrogenase-epimerase;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora`FOX2_NEUCR^FOX2_NEUCR^Q:361-2,H:3-133^52.672%ID^E:1.43e-25^RecName: Full=Peroxisomal hydratase-dehydrogenase-epimerase;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN37244_c4_g1	RNHX1_ARATH^RNHX1_ARATH^Q:21-491,H:173-323^25.749%ID^E:2.2e-07^RecName: Full=Putative ribonuclease H protein At1g65750;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37247_c0_g1	HHP1_SCHPO^HHP1_SCHPO^Q:1334-456,H:2-294^85.324%ID^E:0^RecName: Full=Casein kinase I homolog hhp1;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN37247_c1_g1	.
TRINITY_DN37290_c1_g3	.
TRINITY_DN37296_c0_g2	FKB62_ARATH^FKB62_ARATH^Q:431-114,H:289-402^51.754%ID^E:2.6e-25^RecName: Full=Peptidyl-prolyl cis-trans isomerase FKBP62;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`FKB62_ARATH^FKB62_ARATH^Q:428-174,H:57-144^38.636%ID^E:1.07e-06^RecName: Full=Peptidyl-prolyl cis-trans isomerase FKBP62;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37296_c0_g5	AIR12_ARATH^AIR12_ARATH^Q:150-803,H:27-249^42.857%ID^E:6.24e-41^RecName: Full=Auxin-induced in root cultures protein 12;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37214_c1_g1	.
TRINITY_DN37288_c3_g2	SCL13_ARATH^SCL13_ARATH^Q:1964-372,H:21-525^57.707%ID^E:0^RecName: Full=Scarecrow-like protein 13;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37300_c3_g4	CAF1B_MOUSE^CAF1B_MOUSE^Q:351-1052,H:222-388^35.043%ID^E:3.22e-31^RecName: Full=Chromatin assembly factor 1 subunit B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
TRINITY_DN37219_c0_g5	YTX2_XENLA^YTX2_XENLA^Q:1162-197,H:358-676^28.834%ID^E:2.56e-33^RecName: Full=Transposon TX1 uncharacterized 149 kDa protein;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus
TRINITY_DN37273_c0_g2	.
TRINITY_DN37273_c0_g3	SPN3_SCHPO^SPN3_SCHPO^Q:714-145,H:204-385^48.705%ID^E:1.93e-43^RecName: Full=Septin homolog spn3;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN37267_c1_g2	Y1135_ARATH^Y1135_ARATH^Q:59-328,H:250-339^37.778%ID^E:1.22e-20^RecName: Full=G-type lectin S-receptor-like serine/threonine-protein kinase At1g11303;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37285_c1_g1	GRG1_NEUCR^GRG1_NEUCR^Q:77-283,H:1-69^63.768%ID^E:2.08e-20^RecName: Full=Glucose-repressible gene protein;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN37285_c3_g1	GRG1_NEUCR^GRG1_NEUCR^Q:330-181,H:22-71^62%ID^E:3.31e-10^RecName: Full=Glucose-repressible gene protein;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN37285_c3_g3	NDUS2_NEUCR^NDUS2_NEUCR^Q:615-76,H:299-478^90%ID^E:6.31e-120^RecName: Full=NADH-ubiquinone oxidoreductase 49 kDa subunit, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN37285_c3_g9	.
TRINITY_DN37232_c6_g2	.
TRINITY_DN37263_c0_g4	APT_YARLI^APT_YARLI^Q:821-312,H:9-178^57.647%ID^E:5.72e-60^RecName: Full=Adenine phosphoribosyltransferase;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Dipodascaceae; Yarrowia
TRINITY_DN37271_c1_g2	.
TRINITY_DN37223_c0_g2	.
TRINITY_DN37254_c0_g1	FRS5_ARATH^FRS5_ARATH^Q:1303-308,H:442-785^56.16%ID^E:7.86e-120^RecName: Full=Protein FAR1-RELATED SEQUENCE 5;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37265_c0_g2	RLP14_ARATH^RLP14_ARATH^Q:759-1148,H:257-384^39.706%ID^E:6.91e-14^RecName: Full=Receptor-like protein 14 {ECO:0000303|PubMed:18434605};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37206_c1_g1	YPT2_SCHPO^YPT2_SCHPO^Q:116-682,H:3-191^76.19%ID^E:1.12e-103^RecName: Full=GTP-binding protein ypt2;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN37262_c1_g5	RKS1_ARATH^RKS1_ARATH^Q:927-13,H:16-333^45.912%ID^E:1.5e-90^RecName: Full=G-type lectin S-receptor-like serine/threonine-protein kinase RKS1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37262_c1_g8	.
TRINITY_DN37209_c0_g2	ERDL5_ARATH^ERDL5_ARATH^Q:643-167,H:306-464^54.088%ID^E:1.44e-53^RecName: Full=Sugar transporter ERD6-like 5;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37291_c1_g1	.
TRINITY_DN37291_c1_g1	.
TRINITY_DN37221_c1_g4	TBB_POLAG^TBB_POLAG^Q:144-308,H:40-93^50.909%ID^E:2.28e-15^RecName: Full=Tubulin beta chain;^Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadaceae; Polytomella`TBB_POLAG^TBB_POLAG^Q:58-141,H:1-28^75%ID^E:2.28e-15^RecName: Full=Tubulin beta chain;^Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadaceae; Polytomella`TBB_POLAG^TBB_POLAG^Q:605-531,H:64-88^92%ID^E:5.46e-11^RecName: Full=Tubulin beta chain;^Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadaceae; Polytomella`TBB_POLAG^TBB_POLAG^Q:745-680,H:7-28^77.273%ID^E:5.46e-11^RecName: Full=Tubulin beta chain;^Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadaceae; Polytomella
TRINITY_DN37234_c3_g4	MG101_ASHGO^MG101_ASHGO^Q:715-179,H:78-254^69.832%ID^E:2.18e-85^RecName: Full=Mitochondrial genome maintenance protein MGM101;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Eremothecium
TRINITY_DN37234_c3_g7	RL17_NEUCR^RL17_NEUCR^Q:276-58,H:1-73^86.301%ID^E:7.37e-39^RecName: Full=60S ribosomal protein L17;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN37275_c1_g1	LWD1_ARATH^LWD1_ARATH^Q:191-1183,H:16-346^56.156%ID^E:9.16e-135^RecName: Full=WD repeat-containing protein LWD1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37250_c0_g1	PPA24_ARATH^PPA24_ARATH^Q:211-2,H:370-439^84.286%ID^E:5.85e-38^RecName: Full=Probable inactive purple acid phosphatase 24;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37250_c1_g2	PPA27_ARATH^PPA27_ARATH^Q:358-119,H:532-611^80%ID^E:4.56e-38^RecName: Full=Probable inactive purple acid phosphatase 27;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37250_c1_g3	PPA27_ARATH^PPA27_ARATH^Q:40-222,H:38-98^49.18%ID^E:1.11e-13^RecName: Full=Probable inactive purple acid phosphatase 27;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37250_c1_g6	.
TRINITY_DN37237_c0_g1	BVMO_PARL1^BVMO_PARL1^Q:1452-1,H:19-499^46.281%ID^E:1.23e-164^RecName: Full=Baeyer-Villiger monooxygenase;^Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhodobiaceae; Parvibaculum
TRINITY_DN37237_c0_g4	CATA1_GOSHI^CATA1_GOSHI^Q:1-1059,H:90-442^81.303%ID^E:0^RecName: Full=Catalase isozyme 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Gossypium
TRINITY_DN37237_c1_g1	FAH_ARATH^FAH_ARATH^Q:245-535,H:4-99^74.227%ID^E:2.18e-41^RecName: Full=Fumarylacetoacetase {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37261_c2_g3	.
TRINITY_DN37261_c2_g3	.
TRINITY_DN37222_c2_g4	NAC90_ARATH^NAC90_ARATH^Q:65-286,H:3-77^61.333%ID^E:1.53e-28^RecName: Full=NAC domain-containing protein 90;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37222_c2_g6	CCR4C_ARATH^CCR4C_ARATH^Q:357-1478,H:72-446^60.053%ID^E:9.32e-159^RecName: Full=Carbon catabolite repressor protein 4 homolog 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37287_c1_g1	.
TRINITY_DN37276_c3_g7	NIC96_CHATD^NIC96_CHATD^Q:17-1891,H:480-1109^52.222%ID^E:0^RecName: Full=Nucleoporin NIC96 {ECO:0000303|PubMed:21784248};^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Chaetomiaceae; Chaetomium
TRINITY_DN37251_c0_g5	UB2J1_HUMAN^UB2J1_HUMAN^Q:919-416,H:9-174^50.595%ID^E:5.13e-54^RecName: Full=Ubiquitin-conjugating enzyme E2 J1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
TRINITY_DN37270_c1_g1	.
TRINITY_DN37270_c1_g2	.
TRINITY_DN37299_c1_g1	CSE1_SCHPO^CSE1_SCHPO^Q:2088-109,H:298-963^37.537%ID^E:4.03e-128^RecName: Full=Importin-alpha re-exporter;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN37299_c3_g2	.
TRINITY_DN37252_c0_g3	VATL_NEUCR^VATL_NEUCR^Q:627-418,H:86-155^97.143%ID^E:1.04e-20^RecName: Full=V-type proton ATPase 16 kDa proteolipid subunit;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN732_c0_g1	.
TRINITY_DN766_c0_g1	CETN3_MOUSE^CETN3_MOUSE^Q:527-39,H:22-167^46.012%ID^E:4.39e-35^RecName: Full=Centrin-3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
TRINITY_DN55795_c0_g1	SOK1_YEAST^SOK1_YEAST^Q:331-2,H:365-470^36.364%ID^E:5.17e-15^RecName: Full=Protein SOK1;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN25213_c0_g1	.
TRINITY_DN25231_c0_g1	PHO88_YEAST^PHO88_YEAST^Q:62-514,H:27-174^45.695%ID^E:3.03e-30^RecName: Full=SRP-independent targeting protein 3 {ECO:0000303|PubMed:27905431};^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN25211_c0_g1	RMD1_YEAST^RMD1_YEAST^Q:289-741,H:203-353^62.252%ID^E:7.41e-63^RecName: Full=Sporulation protein RMD1;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN25216_c0_g1	DSK1_SCHPO^DSK1_SCHPO^Q:1883-1377,H:56-224^66.272%ID^E:2.54e-71^RecName: Full=Protein kinase dsk1;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces`DSK1_SCHPO^DSK1_SCHPO^Q:980-399,H:354-544^57.216%ID^E:5.3e-69^RecName: Full=Protein kinase dsk1;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN25236_c0_g1	PEG10_MOUSE^PEG10_MOUSE^Q:224-808,H:195-370^27.041%ID^E:3.19e-06^RecName: Full=Retrotransposon-derived protein PEG10;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
TRINITY_DN25286_c0_g1	MED6_ASPOR^MED6_ASPOR^Q:1033-188,H:1-287^46.552%ID^E:2.37e-74^RecName: Full=Mediator of RNA polymerase II transcription subunit 6;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus
TRINITY_DN25281_c0_g1	.
TRINITY_DN25230_c0_g1	.
TRINITY_DN25261_c0_g1	UBX1_EMENI^UBX1_EMENI^Q:31-1245,H:1-372^41.422%ID^E:1.7e-76^RecName: Full=UBX domain-containing protein 1;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus
TRINITY_DN25249_c0_g1	TRXB_NEUCR^TRXB_NEUCR^Q:1042-185,H:38-322^76.923%ID^E:6.44e-166^RecName: Full=Thioredoxin reductase;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN30364_c0_g1	LAC1_NEUCR^LAC1_NEUCR^Q:854-9,H:128-407^47.368%ID^E:5.49e-86^RecName: Full=Laccase;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN30374_c0_g1	.
TRINITY_DN30362_c0_g1	XYL2_ASPTN^XYL2_ASPTN^Q:1271-222,H:1-350^66.286%ID^E:1.21e-166^RecName: Full=Probable D-xylulose reductase A;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus
TRINITY_DN30326_c0_g1	.
TRINITY_DN30351_c0_g1	ERD7_ARATH^ERD7_ARATH^Q:770-1159,H:302-411^33.588%ID^E:1.3e-06^RecName: Full=Protein EARLY-RESPONSIVE TO DEHYDRATION 7, chloroplastic {ECO:0000303|PubMed:8075396};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
