#gene_id	sprot_Top_BLASTX_hit
TRINITY_DN21450_c0_g2	YME2_PHANO^YME2_PHANO^Q:2-601,H:587-786^81.5%ID^E:2.61e-100^RecName: Full=Mitochondrial escape protein 2;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Phaeosphaeriaceae; Parastagonospora
TRINITY_DN21450_c0_g3	YME2_PHANO^YME2_PHANO^Q:1-645,H:325-539^83.256%ID^E:2.56e-128^RecName: Full=Mitochondrial escape protein 2;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Phaeosphaeriaceae; Parastagonospora
TRINITY_DN21457_c0_g1	NPC2_ARTBC^NPC2_ARTBC^Q:135-1,H:38-82^68.889%ID^E:1.42e-15^RecName: Full=Phosphatidylglycerol/phosphatidylinositol transfer protein {ECO:0000250|UniProtKB:O94183};^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; Trichophyton
TRINITY_DN35548_c0_g1	.
TRINITY_DN35536_c0_g1	.
TRINITY_DN63434_c0_g1	GLT1_SCHPO^GLT1_SCHPO^Q:297-4,H:320-417^73.469%ID^E:1.8e-43^RecName: Full=Putative glutamate synthase [NADPH];^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces`GLT1_SCHPO^GLT1_SCHPO^Q:297-374,H:275-300^92.308%ID^E:2.27e-10^RecName: Full=Putative glutamate synthase [NADPH];^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN70196_c0_g1	RBG1L_CHICK^RBG1L_CHICK^Q:344-6,H:566-675^40.708%ID^E:6.3e-26^RecName: Full=Rab GTPase-activating protein 1-like;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus
TRINITY_DN70167_c0_g1	.
TRINITY_DN57937_c0_g1	RK34_SPIOL^RK34_SPIOL^Q:66-536,H:1-152^57.962%ID^E:1.42e-33^RecName: Full=50S ribosomal protein L34, chloroplastic {ECO:0000303|PubMed:10874046};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia
TRINITY_DN57984_c0_g1	CBP3_YEAST^CBP3_YEAST^Q:754-131,H:102-307^33.014%ID^E:3.51e-26^RecName: Full=Protein CBP3, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN57903_c0_g1	EXG3_SCHPO^EXG3_SCHPO^Q:8-976,H:111-402^31.611%ID^E:2.57e-35^RecName: Full=Glucan 1,3-beta-glucosidase 3;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN57903_c0_g1	EXG3_SCHPO^EXG3_SCHPO^Q:8-976,H:111-402^31.611%ID^E:2.57e-35^RecName: Full=Glucan 1,3-beta-glucosidase 3;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN57998_c0_g1	G2OX_PHACN^G2OX_PHACN^Q:504-31,H:175-331^80.38%ID^E:5.73e-89^RecName: Full=Gibberellin 2-beta-dioxygenase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Phaseolus
TRINITY_DN40385_c0_g1	YGZ7_SCHPO^YGZ7_SCHPO^Q:488-405,H:558-585^71.429%ID^E:1.48e-06^RecName: Full=Uncharacterized membrane protein C20F10.07;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN62468_c0_g1	.
TRINITY_DN11235_c0_g2	FAP1H_SCHPO^FAP1H_SCHPO^Q:547-5,H:371-548^38.798%ID^E:6.06e-35^RecName: Full=FKBP12-associated protein 1 homolog;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces`FAP1H_SCHPO^FAP1H_SCHPO^Q:451-11,H:201-353^29.193%ID^E:1e-06^RecName: Full=FKBP12-associated protein 1 homolog;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN11211_c0_g1	ARG56_SCHPO^ARG56_SCHPO^Q:364-2,H:157-276^57.851%ID^E:2.59e-29^RecName: Full=Protein arg11, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN11269_c0_g1	.
TRINITY_DN17505_c0_g1	ESYT3_XENTR^ESYT3_XENTR^Q:77-856,H:156-411^29.924%ID^E:2.09e-24^RecName: Full=Extended synaptotagmin-3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana
TRINITY_DN17542_c0_g1	ATPN_YEAST^ATPN_YEAST^Q:555-214,H:9-115^32.456%ID^E:3.76e-14^RecName: Full=ATP synthase subunit g, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN17572_c0_g1	.
TRINITY_DN17562_c0_g1	.
TRINITY_DN17592_c0_g1	.
TRINITY_DN17581_c0_g1	BTGC_ASPNC^BTGC_ASPNC^Q:2-82,H:657-683^77.778%ID^E:6.23e-07^RecName: Full=Putative glucan endo-1,3-beta-glucosidase btgC;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus
TRINITY_DN17566_c0_g1	.
TRINITY_DN17561_c0_g1	RB11A_CHICK^RB11A_CHICK^Q:170-361,H:5-68^93.75%ID^E:1.67e-36^RecName: Full=Ras-related protein Rab-11A;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus
TRINITY_DN17588_c0_g1	VPH1_NEUCR^VPH1_NEUCR^Q:550-89,H:624-774^70.701%ID^E:1.84e-56^RecName: Full=V-type proton ATPase subunit a;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN53133_c0_g1	SYM1_GIBZE^SYM1_GIBZE^Q:127-432,H:1-102^63.725%ID^E:2.84e-41^RecName: Full=Protein SYM1;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium
TRINITY_DN53132_c0_g1	.
TRINITY_DN29595_c0_g1	BFR1_SCHPO^BFR1_SCHPO^Q:692-6,H:1196-1427^37.447%ID^E:7.82e-40^RecName: Full=Brefeldin A resistance protein;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN29590_c0_g1	TRP_NEUCR^TRP_NEUCR^Q:539-3,H:1-179^77.095%ID^E:9.03e-98^RecName: Full=Tryptophan synthase;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN29569_c0_g1	.
TRINITY_DN58564_c0_g1	DNJH_CUCSA^DNJH_CUCSA^Q:473-261,H:344-413^43.662%ID^E:5.86e-08^RecName: Full=DnaJ protein homolog;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Cucurbitales; Cucurbitaceae; Benincaseae; Cucumis
TRINITY_DN58559_c0_g1	BETB_VIBPA^BETB_VIBPA^Q:225-1,H:7-81^45.333%ID^E:1.4e-10^RecName: Full=NAD/NADP-dependent betaine aldehyde dehydrogenase {ECO:0000255|HAMAP-Rule:MF_00804};^Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
TRINITY_DN58572_c0_g1	.
TRINITY_DN31421_c0_g1	LAP2_ASPFU^LAP2_ASPFU^Q:441-61,H:43-165^55.906%ID^E:4.12e-38^RecName: Full=Probable leucine aminopeptidase 2;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus
TRINITY_DN61427_c0_g1	UBA1_BOVIN^UBA1_BOVIN^Q:3-539,H:49-224^54.749%ID^E:6.1e-61^RecName: Full=Ubiquitin-like modifier-activating enzyme 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos
TRINITY_DN61453_c0_g1	OXLA_NEUCR^OXLA_NEUCR^Q:529-26,H:152-317^47.337%ID^E:8.35e-33^RecName: Full=L-amino-acid oxidase;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN71093_c0_g1	PSB1_YEAST^PSB1_YEAST^Q:1-291,H:114-210^68.041%ID^E:4.33e-43^RecName: Full=Proteasome subunit beta type-1;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN51793_c0_g1	.
TRINITY_DN25306_c3_g1	.
TRINITY_DN25306_c6_g1	REMO_SOLTU^REMO_SOLTU^Q:554-177,H:73-198^82.54%ID^E:1.45e-56^RecName: Full=Remorin;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum
TRINITY_DN25306_c7_g1	UCRI2_ARATH^UCRI2_ARATH^Q:2-217,H:203-274^93.056%ID^E:9.12e-47^RecName: Full=Cytochrome b-c1 complex subunit Rieske-2, mitochondrial {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25387_c0_g1	.
TRINITY_DN25387_c0_g2	.
TRINITY_DN25387_c0_g3	.
TRINITY_DN25387_c0_g9	.
TRINITY_DN25363_c0_g1	COX4_NEUCR^COX4_NEUCR^Q:304-2,H:25-120^60.396%ID^E:3.19e-36^RecName: Full=Cytochrome c oxidase subunit 4, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN25363_c0_g2	COX4_NEUCR^COX4_NEUCR^Q:510-115,H:57-185^62.879%ID^E:2.54e-53^RecName: Full=Cytochrome c oxidase subunit 4, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN25363_c0_g3	.
TRINITY_DN25389_c0_g3	DIR20_ARATH^DIR20_ARATH^Q:52-459,H:5-133^52.555%ID^E:7.43e-42^RecName: Full=Dirigent protein 20;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25391_c0_g1	.
TRINITY_DN25391_c0_g2	.
TRINITY_DN25391_c0_g3	.
TRINITY_DN25323_c1_g1	ACE1_HYPJE^ACE1_HYPJE^Q:1733-618,H:138-509^49.738%ID^E:3.79e-116^RecName: Full=Zinc finger transcription factor ace1;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Hypocreaceae; Trichoderma
TRINITY_DN25333_c1_g2	.
TRINITY_DN25333_c1_g3	.
TRINITY_DN25333_c1_g5	.
TRINITY_DN25333_c1_g6	.
TRINITY_DN25333_c1_g7	.
TRINITY_DN25333_c1_g8	.
TRINITY_DN25333_c1_g9	.
TRINITY_DN25333_c1_g11	.
TRINITY_DN25333_c1_g13	.
TRINITY_DN25380_c1_g1	YF38_SCHPO^YF38_SCHPO^Q:2-358,H:37-151^49.167%ID^E:2.35e-28^RecName: Full=Uncharacterized CDP-alcohol phosphatidyltransferase class-I family protein C22A12.08c;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN25380_c1_g3	YF38_SCHPO^YF38_SCHPO^Q:172-564,H:37-161^46.97%ID^E:3.36e-26^RecName: Full=Uncharacterized CDP-alcohol phosphatidyltransferase class-I family protein C22A12.08c;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN25380_c1_g4	YF38_SCHPO^YF38_SCHPO^Q:449-3,H:121-268^38.667%ID^E:1.77e-25^RecName: Full=Uncharacterized CDP-alcohol phosphatidyltransferase class-I family protein C22A12.08c;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN25380_c1_g5	.
TRINITY_DN25380_c1_g6	YK50_YEAST^YK50_YEAST^Q:553-20,H:130-327^40.201%ID^E:5.06e-40^RecName: Full=Uncharacterized protein YKR070W;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN25374_c0_g1	RD21B_ARATH^RD21B_ARATH^Q:1634-279,H:1-456^72.867%ID^E:0^RecName: Full=Probable cysteine protease RD21B {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25379_c4_g1	.
TRINITY_DN25379_c4_g2	.
TRINITY_DN25379_c4_g3	.
TRINITY_DN25379_c4_g4	.
TRINITY_DN25379_c4_g5	.
TRINITY_DN25328_c1_g1	PIP22_ORYSJ^PIP22_ORYSJ^Q:1192-338,H:1-288^85.813%ID^E:8.64e-177^RecName: Full=Probable aquaporin PIP2-2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN25328_c1_g1	PIP22_ORYSJ^PIP22_ORYSJ^Q:1192-338,H:1-288^85.813%ID^E:8.64e-177^RecName: Full=Probable aquaporin PIP2-2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN25328_c2_g6	PIP22_ORYSJ^PIP22_ORYSJ^Q:355-1194,H:1-287^84.028%ID^E:3.47e-169^RecName: Full=Probable aquaporin PIP2-2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN25328_c2_g8	PIP13_MAIZE^PIP13_MAIZE^Q:3-671,H:69-291^90.583%ID^E:4.6e-147^RecName: Full=Aquaporin PIP1-3/PIP1-4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; PACMAD clade; Panicoideae; Andropogonodae; Andropogoneae; Tripsacinae; Zea
TRINITY_DN25328_c2_g9	PIP14_ARATH^PIP14_ARATH^Q:212-3,H:7-76^91.429%ID^E:1.5e-40^RecName: Full=Probable aquaporin PIP1-4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25373_c0_g1	RL27A_BLUGH^RL27A_BLUGH^Q:544-95,H:1-149^82%ID^E:8.53e-87^RecName: Full=60S ribosomal protein L27a;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Blumeria
TRINITY_DN25373_c0_g9	RL27A_BLUGH^RL27A_BLUGH^Q:1-390,H:20-149^77.692%ID^E:9.16e-74^RecName: Full=60S ribosomal protein L27a;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Blumeria
TRINITY_DN25373_c0_g12	RL27A_BLUGH^RL27A_BLUGH^Q:392-42,H:33-149^76.068%ID^E:1.04e-64^RecName: Full=60S ribosomal protein L27a;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Blumeria
TRINITY_DN25357_c0_g1	SYDC_YEAST^SYDC_YEAST^Q:201-1649,H:72-550^46.122%ID^E:6.65e-117^RecName: Full=Aspartate--tRNA ligase, cytoplasmic;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN25357_c0_g2	.
TRINITY_DN25352_c1_g1	G6PD_ASPNG^G6PD_ASPNG^Q:293-3,H:282-378^85.567%ID^E:7.21e-55^RecName: Full=Glucose-6-phosphate 1-dehydrogenase;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus
TRINITY_DN25352_c1_g3	G6PD_ASPNG^G6PD_ASPNG^Q:1353-1,H:47-496^84.701%ID^E:0^RecName: Full=Glucose-6-phosphate 1-dehydrogenase;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus`G6PD_ASPNG^G6PD_ASPNG^Q:1513-1409,H:12-46^88.571%ID^E:1.7e-10^RecName: Full=Glucose-6-phosphate 1-dehydrogenase;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus
TRINITY_DN25360_c0_g1	MBF1_GIBFU^MBF1_GIBFU^Q:137-610,H:2-152^63.924%ID^E:3.46e-62^RecName: Full=Multiprotein-bridging factor 1;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium fujikuroi species complex
TRINITY_DN25360_c1_g1	SAT3_STACB^SAT3_STACB^Q:6-524,H:85-267^34.946%ID^E:1.34e-20^RecName: Full=Short-chain dehydrogenase/reductase SAT3 {ECO:0000303|PubMed:25015739};^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Stachybotryaceae; Stachybotrys
TRINITY_DN25360_c3_g2	.
TRINITY_DN25334_c3_g2	EXPA8_ARATH^EXPA8_ARATH^Q:86-790,H:18-253^82.203%ID^E:4.71e-132^RecName: Full=Expansin-A8;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25334_c3_g6	U74E2_ARATH^U74E2_ARATH^Q:2-733,H:209-450^62.295%ID^E:7.36e-99^RecName: Full=UDP-glycosyltransferase 74E2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25375_c0_g1	SUBT_BACSU^SUBT_BACSU^Q:43-369,H:160-266^39.45%ID^E:2.35e-13^RecName: Full=Subtilisin E;^Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
TRINITY_DN25375_c0_g2	SUBV_BACSU^SUBV_BACSU^Q:132-776,H:399-601^28.054%ID^E:2.7e-15^RecName: Full=Minor extracellular protease vpr;^Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
TRINITY_DN25375_c0_g3	.
TRINITY_DN25382_c0_g1	CXE17_ARATH^CXE17_ARATH^Q:980-315,H:100-319^39.301%ID^E:2.76e-42^RecName: Full=Probable carboxylesterase 17;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25329_c0_g1	.
TRINITY_DN25329_c0_g2	.
TRINITY_DN25356_c1_g3	EF1A_AURPU^EF1A_AURPU^Q:434-171,H:357-444^93.182%ID^E:2.57e-52^RecName: Full=Elongation factor 1-alpha;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetidae; Dothideales; Saccotheciaceae; Aureobasidium
TRINITY_DN25356_c1_g9	EF1A_YARLI^EF1A_YARLI^Q:437-192,H:363-444^86.585%ID^E:4.57e-45^RecName: Full=Elongation factor 1-alpha;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Dipodascaceae; Yarrowia
TRINITY_DN25356_c1_g10	EF1A_PUCGR^EF1A_PUCGR^Q:3-326,H:222-329^96.296%ID^E:2.36e-68^RecName: Full=Elongation factor 1-alpha;^Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Pucciniomycetes; Pucciniales; Pucciniaceae; Puccinia
TRINITY_DN25390_c2_g2	PMA2_SCHPO^PMA2_SCHPO^Q:279-1,H:446-537^56.989%ID^E:3.58e-25^RecName: Full=Plasma membrane ATPase 2;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN25390_c2_g8	PMA1_YEAST^PMA1_YEAST^Q:289-2,H:365-459^57.292%ID^E:1.73e-27^RecName: Full=Plasma membrane ATPase 1;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN25343_c0_g1	RS23_ASPFU^RS23_ASPFU^Q:167-403,H:1-79^91.139%ID^E:6.41e-46^RecName: Full=40S ribosomal protein S23;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus`RS23_ASPFU^RS23_ASPFU^Q:31-141,H:1-37^89.189%ID^E:4.77e-14^RecName: Full=40S ribosomal protein S23;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus
TRINITY_DN25343_c0_g2	RS23_NEUCR^RS23_NEUCR^Q:411-97,H:41-145^98.095%ID^E:4.68e-68^RecName: Full=40S ribosomal protein S23;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN25398_c2_g2	GSTF_HYOMU^GSTF_HYOMU^Q:558-289,H:123-212^67.778%ID^E:8.03e-38^RecName: Full=Glutathione S-transferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Hyoscyameae; Hyoscyamus
TRINITY_DN25398_c2_g3	GSTF_HYOMU^GSTF_HYOMU^Q:40-423,H:3-130^69.531%ID^E:6.59e-65^RecName: Full=Glutathione S-transferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Hyoscyameae; Hyoscyamus
TRINITY_DN25398_c3_g7	GDL84_ARATH^GDL84_ARATH^Q:273-1,H:2-86^67.033%ID^E:1.35e-30^RecName: Full=GDSL esterase/lipase At5g45920;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN25309_c1_g2	PELA_COLGL^PELA_COLGL^Q:437-108,H:268-380^61.062%ID^E:1.09e-17^RecName: Full=Pectin lyase;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Glomerellales; Glomerellaceae; Colletotrichum
TRINITY_DN25309_c1_g3	PELB_ASPOR^PELB_ASPOR^Q:7-222,H:83-154^69.444%ID^E:5.96e-27^RecName: Full=Pectin lyase 1;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus
TRINITY_DN25347_c0_g1	FLA2_ARATH^FLA2_ARATH^Q:230-15,H:200-271^61.111%ID^E:2.04e-24^RecName: Full=Fasciclin-like arabinogalactan protein 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
